A_s	h	n_s	omega_b	omega_cdm	tau_reio	m_ncdm	N_ncdm
1.504789080920212e23	-1.9200260991018153e14	1.766917031104727e14	1.5908931186268125e15	-1.6734579311265538e15	-6.744227135624049e14	-4.933745133755001e13	1.295468538406889e12
-1.920026099101815e14	1.5910065489649514e6	-340693.71700135386	-1.5859435652843032e7	8.985140315069152e6	861148.1510620425	439862.2719608552	-22512.179692973747
1.7669170311047266e14	-340693.71700135386	405695.1052937116	4.1166053410924007e6	-1.9720652718465393e6	-794101.8524243713	-91095.77128308003	1098.8723567907573
1.5908931186268132e15	-1.5859435652843032e7	4.1166053410924007e6	2.3392222530107078e8	-7.977056913805111e7	-7.131622774554058e6	-4.4010961283036135e6	197616.57327998133
-1.6734579311265538e15	8.985140315069152e6	-1.9720652718465396e6	-7.977056913805111e7	5.641962207247381e7	7.501560244641337e6	2.4618995860886984e6	-129823.44399441531
-6.744227135624049e14	861148.1510620425	-794101.8524243713	-7.131622774554058e6	7.501560244641337e6	3.0329890916591324e6	221236.46709575204	-5807.200422048257
-4.933745133755002e13	439862.2719608552	-91095.77128308	-4.401096128303613e6	2.461899586088698e6	221236.46709575204	121800.22939265904	-6251.354333576551
1.2954685384068887e12	-22512.179692973747	1098.8723567907575	197616.57327998133	-129823.44399441533	-5807.200422048257	-6251.354333576551	367.3515875651699
