omega_b	omega_cdm	n_s	A_s	tau_reio	h	T_ncdm
2.3595243291496778e8	-5.749584512952232e7	4.198419367655624e6	1.605352424173237e15	-7.164990835868162e6	-1.5705715980954338e7	104727.87768237745
-5.749584512952233e7	2.906499536670937e7	-1.4431937320114651e6	-1.2032286605642145e15	5.369896860460754e6	6.316218552458494e6	-199556.13893033253
4.198419367655624e6	-1.443193732011465e6	408784.20304821496	1.774452204952153e14	-793968.0612735846	-337545.840144077	-30551.613792890956
1.605352424173237e15	-1.2032286605642145e15	1.7744522049521534e14	1.4813032205720717e23	-6.60960976018103e14	-1.86774302938731e14	-9.893006226044924e12
-7.164990835868162e6	5.369896860460754e6	-793968.0612735846	-6.609609760181029e14	2.959543381548004e6	834028.4217788004	44155.366224804915
-1.5705715980954338e7	6.316218552458495e6	-337545.84014407697	-1.8677430293873097e14	834028.4217788004	1.5351426426138512e6	-42782.55689856207
104727.87768237742	-199556.13893033253	-30551.61379289096	-9.893006226044926e12	44155.366224804915	-42782.55689856206	7201.170470980982
