omega_b	omega_cdm	n_s	A_s	tau_reio	h	T_ncdm
2.3509117022432923e8	-5.200282791430485e7	4.087480517153048e6	1.4691314709026168e15	-6.56486695395897e6	-1.5135786849969245e7	-1.9724798343164383e6
-5.200282791430484e7	2.4197890000372365e7	-1.2932666804395781e6	-1.0459688223243894e15	4.674105827601199e6	5.525126077170089e6	683324.4109285969
4.087480517153048e6	-1.2932666804395784e6	406596.5795520571	1.7710358084773672e14	-793450.8755183325	-307708.8603971281	-61282.343337258324
1.4691314709026165e15	-1.0459688223243892e15	1.7710358084773666e14	1.4308941660186318e23	-6.392978387190608e14	-1.6158519327282625e14	-3.551627599919986e13
-6.56486695395897e6	4.674105827601198e6	-793450.8755183325	-6.392978387190609e14	2.8665844524844806e6	722512.6396769906	158697.58754861285
-1.5135786849969245e7	5.52512607717009e6	-307708.86039712804	-1.615851932728263e14	722512.6396769906	1.426618694842015e6	168454.9091558807
-1.9724798343164385e6	683324.4109285969	-61282.343337258324	-3.551627599919987e13	158697.58754861285	168454.90915588074	22972.85799928834
