omega_b	omega_cdm	n_s	A_s	tau_reio	H_0	M_ncdm
5.671443789360263e9	-8.25671526528716e8	1.2622032053453358e8	4.427529949535125e16	-1.8658283357566243e8	-2.4239177654048484e6	-2.2923770458027583e7
-8.256715265287158e8	2.7213120954248977e8	-1.4552287077601552e7	-5.958876296926031e15	2.9383829322180394e7	631307.1576361565	5.264817579092051e6
1.2622032053453356e8	-1.4552287077601552e7	4.50758609159661e6	1.756749632590461e15	-7.224197607294565e6	-48466.03241648643	-500233.4611669568
4.427529949535127e16	-5.958876296926031e15	1.7567496325904612e15	8.574492342087872e23	-3.4629106757230105e15	-1.936593528529889e13	-2.1406689821988134e14
-1.8658283357566246e8	2.93838293221804e7	-7.224197607294566e6	-3.4629106757230105e15	1.464673936143031e7	77249.6009338224	758320.937430066
-2.423917765404848e6	631307.1576361563	-48466.03241648642	-1.9365935285298887e13	77249.6009338224	1847.0578808568941	17973.796857305868
-2.292377045802758e7	5.264817579092051e6	-500233.4611669569	-2.1406689821988134e14	758320.9374300662	17973.796857305864	190614.46524915527
