A_s	h	n_s	omega_b	omega_cdm	tau_reio	m_ncdm	N_ncdm
1.4962127565029345e23	-1.8361425909319572e14	1.758796314074233e14	1.5182081103653098e15	-1.395106978756716e15	-6.706223738425081e14	-4.687663692586672e13	4.361399150621719e11
-1.8361425909319572e14	1.5685932226433351e6	-329785.6743648828	-1.5712948787002454e7	7.556871175483044e6	823580.6835206255	431849.6294450584	-8469.900592423735
1.7587963140742334e14	-329785.6743648828	403332.0103171635	4.0287959845475676e6	-1.6426125329328538e6	-790517.8653391891	-86207.02691894687	314.8860618457087
1.51820811036531e15	-1.5712948787002452e7	4.0287959845475676e6	2.3337952452236754e8	-6.724433101282658e7	-6.806585588741248e6	-4.304231266884286e6	74072.46246730154
-1.3951069787567155e15	7.556871175483047e6	-1.6426125329328538e6	-6.724433101282658e7	4.060942126613285e7	6.254053097957173e6	2.0664140522541539e6	-41741.8880449788
-6.706223738425081e14	823580.6835206256	-790517.8653391891	-6.806585588741248e6	6.254053097957176e6	3.0161370326876743e6	210214.95621547633	-1954.9107591241323
-4.68766369258667e13	431849.6294450585	-86207.02691894687	-4.304231266884286e6	2.0664140522541536e6	210214.95621547633	119094.67307763378	-2351.7619898354874
4.361399150621719e11	-8469.900592423734	314.8860618457086	74072.46246730155	-41741.8880449788	-1954.910759124133	-2351.761989835488	53.3282893685405
