A_s	h	n_s	omega_b	omega_cdm	tau_reio	m_ncdm	N_ncdm
1.4946307900225794e23	-1.8000952159054166e14	1.7566768158945147e14	1.4901452651081765e15	-1.2861945588620722e15	-6.613747401199202e14	-4.5816542021707625e13	-3.654924023904878e11
-1.8000952159054166e14	1.5604707052277317e6	-325040.4920519315	-1.568234328652833e7	6.986140704376651e6	797397.2842085649	432130.9095619736	1681.6232253660046
1.7566768158945147e14	-325040.4920519314	402636.8597183886	3.9987706324794735e6	-1.5114878606791701e6	-779499.1870375877	-85353.48722594041	-634.2277843650533
1.4901452651081765e15	-1.568234328652833e7	3.998770632479473e6	2.3365423794509423e8	-6.2299639731437765e7	-6.599589244122537e6	-4.344146962969496e6	-19233.011969145617
-1.2861945588620722e15	6.986140704376649e6	-1.51148786067917e6	-6.2299639731437765e7	3.496282906701161e7	5.693381312466913e6	1.919562325510556e6	7751.0570073928275
-6.613747401199201e14	797397.284208565	-779499.1870375879	-6.599589244122534e6	5.693381312466912e6	2.936909968633569e6	202920.19053319495	1617.832633747148
-4.5816542021707625e13	432130.9095619736	-85353.48722594042	-4.344146962969495e6	1.9195623255105559e6	202920.19053319504	119869.94241742228	460.27526232052656
-3.654924023904878e11	1681.6232253660046	-634.2277843650534	-19233.011969145617	7751.0570073928275	1617.832633747148	460.27526232052656	2.193778637095701
