omega_b	omega_cdm	n_s	A_s	tau_reio	h	T_ncdm
6.735861767335014e9	-1.366236617081379e9	1.2331308580863853e8	3.998910841647287e16	-1.7953126751476517e8	-3.5879301831588876e8	-1.4652264595317818e7
-1.3662366170813792e9	5.1999192688606876e8	-1.7298743026704248e7	-7.055933931696517e15	3.3165918358586285e7	1.2844387401035276e8	-788789.0531014468
1.2331308580863854e8	-1.7298743026704248e7	4.1128763551317537e6	1.488387445285323e15	-6.584846922730275e6	-4.583030736404724e6	-610348.2256039743
3.998910841647288e16	-7.055933931696517e15	1.4883874452853228e15	6.927644232953583e23	-3.0410187222420185e15	-1.6843347488936028e15	-2.2462034081330256e14
-1.7953126751476523e8	3.316591835858629e7	-6.584846922730275e6	-3.041018722242018e15	1.3574679587289937e7	7.424590272916058e6	839033.434905143
-3.587930183158887e8	1.2844387401035276e8	-4.583030736404725e6	-1.6843347488936025e15	7.42459027291606e6	3.3479214203581933e7	230957.82262942003
-1.4652264595317816e7	-788789.0531014465	-610348.2256039742	-2.246203408133026e14	839033.434905143	230957.82262942	221317.71684161318
