omega_b	omega_cdm	n_s	A_s	tau_reio	h	T_ncdm
1.4279798061069055e11	-2.8908758709128696e10	2.616391735425357e9	8.453974900573121e17	-3.801913741823392e9	-7.5522552733978815e9	-8.88540409009397e7
-2.8908758709128696e10	1.1064217874610664e10	-3.733536741196217e8	-1.5175926779431994e17	7.164015998367875e8	2.697789386279984e9	-1.5079552191522798e8
2.6163917354253564e9	-3.7335367411962163e8	8.76642576503883e7	3.17044760559552e16	-1.4015195267530364e8	-9.655533972445157e7	-5.113294317277702e6
8.453974900573121e17	-1.5175926779431994e17	3.17044760559552e16	1.466126779362493e25	-6.424205754271009e16	-3.5450743587591e16	-1.3022030477763155e15
-3.801913741823392e9	7.164015998367875e8	-1.4015195267530364e8	-6.424205754271008e16	2.8693248697082067e8	1.56055453244474e8	3.03720236213948e6
-7.552255273397882e9	2.6977893862799845e9	-9.655533972445157e7	-3.5450743587591e16	1.5605545324447396e8	7.020824460313162e8	-1.5434209278182708e7
-8.885404090093982e7	-1.5079552191522798e8	-5.1132943172777e6	-1.302203047776316e15	3.0372023621394765e6	-1.5434209278182708e7	4.524049023315842e7
