omega_b	omega_cdm	n_s	A_s	tau_reio	h	T_ncdm
5.810751203604403e9	-8.929265062725935e8	1.0339465632829072e8	3.0886090061912584e16	-1.3875940361447003e8	-2.7059576640113455e8	-9.622227044686805e7
-8.929265062725935e8	2.969779285236741e8	-7.818266511236389e6	-2.767542897361715e15	1.3804917903790524e7	8.405291615740086e7	2.738520793064942e7
1.0339465632829073e8	-7.818266511236391e6	3.8838957111645117e6	1.3866886937847625e15	-6.147303032364665e6	-2.225953011299749e6	-1.0811564010758088e6
3.088609006191258e16	-2.767542897361715e15	1.3866886937847625e15	6.288284391431694e23	-2.7587722996683035e15	-6.364794842398065e14	-3.871687890622336e14
-1.3875940361447003e8	1.3804917903790522e7	-6.147303032364665e6	-2.7587722996683035e15	1.2316372226993958e7	2.7539731854032436e6	1.5513160595026913e6
-2.705957664011346e8	8.405291615740085e7	-2.225953011299748e6	-6.364794842398065e14	2.7539731854032446e6	2.564080840060609e7	8.680120533626335e6
-9.622227044686805e7	2.7385207930649422e7	-1.0811564010758088e6	-3.8716878906223375e14	1.551316059502691e6	8.680120533626335e6	3.1418088145107413e6
